Name of Company,Name of Management,Relationship to Management,Types of Securities,Transaction Date,Amount,Average Price (baht),The methods of Acquisition/Disposition
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,19/03/2020,1000,4.65,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,20/03/2020,1600,4.62,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,23/03/2020,6600,4.49,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,24/03/2020,11700,4.46,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,25/03/2020,2000,4.55,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,26/03/2020,3500,4.55,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,30/03/2020,8000,4.58,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,03/04/2020,9000,5.00,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,20/08/2020,6000,6.38,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,21/08/2020,3000,6.40,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,26/08/2020,10500,6.35,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,05/10/2020,4000,6.00,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,24/11/2020,25300,5.88,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,18/12/2020,34400,6.12,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,21/12/2020,15000,5.81,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,15/01/2021,57000,5.80,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,16/11/2021,30000,6.15,Purchase
AIMCG,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,26/11/2021,7200,6.05,Purchase
AIMCG,Mr. TANADECH OPASAYANONT,Reporter,Units,04/06/2020,50200,7.55,Sale
AIMCG,Mr. TANADECH OPASAYANONT,Reporter,Units,05/06/2020,24800,7.90,Sale
AIMCG,Mr. TANADECH OPASAYANONT,Reporter,Units,08/06/2020,25000,8.05,Sale
AIMCG,Mr. TANADECH OPASAYANONT,Reporter,Units,11/06/2020,45000,7.80,Sale
AIMCG,Mr. TANADECH OPASAYANONT,Reporter,Units,15/06/2020,8000,7.70,Sale
AIMCG,Mr. WERAPAT WONGPANTI,Reporter,Units,09/07/2019,20000,10.00,Purchase
AIMCG,Mr. WERAPAT WONGPANTI,Reporter,Units,21/08/2019,5000,9.70,Purchase
AIMIRT,Lieutenant SUPAKORN CHANTASASAWAT,Reporter,Units,14/08/2019,126000,11.50,Purchase
AIMIRT,Lieutenant SUPAKORN CHANTASASAWAT,Spouse / Cohabiting Couple (Mrs. SUPANEE CHANTASASAWAT),Units,14/08/2019,86596,11.50,Purchase
AIMIRT,Lieutenant SUPAKORN CHANTASASAWAT,Reporter,Units,23/07/2021,74000,11.70,Purchase
AIMIRT,Lieutenant SUPAKORN CHANTASASAWAT,Spouse / Cohabiting Couple (Mrs. SUPANEE CHANTASASAWAT),Units,23/07/2021,252000,11.70,Purchase
AIMIRT,Miss YANICHSA CHARTVUTKORBKUL,Reporter,Units,15/03/2019,64000,10.90,Sale
AIMIRT,Miss YANICHSA CHARTVUTKORBKUL,Spouse / Cohabiting Couple (-),Units,15/03/2019,102700,10.90,Sale
AIMIRT,Miss YANICHSA CHARTVUTKORBKUL,Spouse / Cohabiting Couple (-),Units,19/03/2019,25000,10.90,Sale
AIMIRT,Miss YANICHSA CHARTVUTKORBKUL,Spouse / Cohabiting Couple (-),Units,21/03/2019,20000,10.90,Sale
AIMIRT,Miss YANICHSA CHARTVUTKORBKUL,Reporter,Units,02/04/2019,1000,11.30,Sale
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Spouse / Cohabiting Couple (Surerath Chulaluksananukul),Units,14/07/2019,360000,9.70,Purchase
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Reporter,Units,05/09/2019,350000,11.50,Purchase
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Reporter,Units,13/09/2019,40000,14.70,Sale
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Reporter,Units,02/07/2020,30000,13.40,Sale
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Reporter,Units,14/09/2020,20000,13.60,Sale
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Reporter,Units,16/09/2020,20000,13.80,Sale
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Reporter,Units,02/10/2020,20000,13.20,Purchase
AIMIRT,Mr. AMORN CHULALUKSANANUKUL,Reporter,Units,07/10/2020,20000,13.00,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,22/03/2019,40000,10.90,Sale
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,02/04/2019,20000,11.30,Sale
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,24/05/2019,20000,12.10,Sale
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,27/05/2019,20000,12.20,Sale
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,27/05/2019,20000,12.20,Sale
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,14/08/2019,123100,11.50,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,13/03/2020,1500,10.54,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,17/03/2020,1100,10.30,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,25/06/2020,3700,12.90,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,26/06/2020,5000,12.80,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,02/07/2020,6700,13.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,20/08/2020,17500,13.36,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,26/08/2020,10000,13.50,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,30/09/2020,7600,13.30,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,01/10/2020,7500,13.30,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,08/10/2020,1500,13.13,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,23/11/2020,9400,13.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,24/11/2020,12000,13.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,21/12/2020,10000,12.60,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,23/12/2020,10000,12.50,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,15/01/2021,1000,12.40,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,19/01/2021,10000,12.20,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,21/01/2021,10000,12.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,02/04/2021,5000,12.06,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,23/06/2021,8000,12.20,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,25/06/2021,8000,12.13,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,28/06/2021,4000,12.14,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,29/06/2021,2500,12.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,30/06/2021,1000,12.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,01/07/2021,4000,12.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,02/07/2021,1000,12.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,07/07/2021,500,12.10,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,08/07/2021,2500,12.06,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,09/07/2021,500,12.08,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,12/07/2021,500,12.40,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,19/11/2021,38000,13.10,Sale
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,22/11/2021,38000,13.20,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,23/11/2021,40000,13.20,Purchase
AIMIRT,Mr. CHARASRIT ARTHAVEDHYAVORAVUDHI,Reporter,Units,24/11/2021,40000,13.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,15/05/2020,100,12.50,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,25/06/2020,50000,12.80,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,07/10/2020,40000,13.00,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,19/01/2021,6900,12.20,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,02/03/2021,1000,11.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,03/03/2021,1000,11.20,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,09/03/2021,10000,11.80,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,28/06/2021,1000,12.20,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,29/06/2021,1000,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,01/07/2021,1500,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,02/07/2021,200,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,05/07/2021,100,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,06/07/2021,400,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,07/07/2021,200,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,08/07/2021,200,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,09/07/2021,100,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,13/07/2021,900,12.20,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,15/07/2021,20000,12.30,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,16/07/2021,22000,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,22/07/2021,39100,12.10,Purchase
AIMIRT,Mr. TANADECH OPASAYANONT,Reporter,Units,11/08/2021,36000,12.20,Purchase
AIRA,Mr. NIPUTH JITPRASONK,Reporter,Common Share,24/03/2021,150000,1.97,Sale
AIRA,Mr. PRINYA WAIWATANA,Reporter,Common Share,24/03/2021,367021,1.91,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,14/01/2019,1000,1.51,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,17/09/2019,123400,1.30,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,18/09/2019,15000,1.30,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,13/03/2020,16000,1.00,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,19/03/2020,1000,1.02,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,20/03/2020,11000,1.01,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,19/03/2021,380552,1.68,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,22/03/2021,281316,1.71,Sale
AIRA,Mrs. ANCHALEE PIPATANASERN,Reporter,Common Share,23/03/2021,100000,1.85,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,18/09/2018,249900,1.98,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,18/09/2018,100,2.02,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,19/09/2018,99900,1.98,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,19/09/2018,100,2.02,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,16/11/2018,850000,1.75,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Reporter,Warrant,06/02/2019,27000,0.02,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Warrant,06/02/2019,1409400,0.02,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,19/03/2021,1017800,1.68,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,25/03/2021,100000,2.08,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,26/03/2021,760000,2.17,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,27/04/2021,100000,2.30,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,02/06/2021,53000,2.10,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,04/06/2021,500000,2.14,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,07/07/2021,450000,2.21,Sale
AIRA,Mrs. CHIRAPORN CHEMNASIRI,Spouse / Cohabiting Couple (Mr.Teerachai Chemasiri ),Common Share,27/10/2021,200000,2.30,Sale
AIRA,Mrs. KONGKEAW PIAMDUAYTHAM,Reporter,Common Share,23/03/2021,100000,1.75,Sale
AIRA,Mrs. KONGKEAW PIAMDUAYTHAM,Reporter,Common Share,23/03/2021,100000,1.78,Sale
AIRA,ANCHALEE PIPATANASERN,Reporter,Warrant,29/01/2018,500,0.20,Sell
AIRA,ANCHALEE PIPATANASERN,Reporter,Warrant,29/01/2018,24200,0.19,Sell
AIRA,ANCHALEE PIPATANASERN,Reporter,Warrant,29/01/2018,98,0.18,Sell
AIRA,ANCHALEE PIPATANASERN,Spouse,Warrant,30/01/2018,20000,0.19,Sell
AIRA,ANCHALEE PIPATANASERN,Spouse,Warrant,30/01/2018,9900,0.18,Sell
AIRA,ANCHALEE PIPATANASERN,Spouse,Warrant,30/01/2018,60100,0.17,Sell
AIRA,ANCHALEE PIPATANASERN,Spouse,Warrant,01/02/2018,5100,0.18,Sell
AIRA,ANCHALEE PIPATANASERN,Spouse,Warrant,02/02/2018,5000,0.18,Sell
AIRA,ANCHALEE PIPATANASERN,Spouse,Warrant,07/02/2018,58,0.17,Sell
AIRA,CHIRAPORN CHEMNASIRI,Spouse,Common share,02/04/2018,1000000,2.10,Sell
AIRA,KASEMVISUTH VISUTHI,Reporter,Warrant,19/03/2018,39000,0.13,Sell
AIRA,NALINEE NGAMSETTAMAS,Reporter,Warrant,16/01/2018,44972340,0.30,Sell
AIRA,NETRSINE NAKSUK,Reporter,Common share,11/06/2018,260000,2.06,Sell
AIRA,NIPUTH JITPRASONK,Reporter,Common share,13/06/2018,166500,2.06,Sell
AIRA,NIPUTH JITPRASONK,Reporter,Common share,13/06/2018,2,2.08,Sell
AIRA,NIPUTH JITPRASONK,Reporter,Common share,13/06/2018,72,2.02,Sell
AIRA,NIPUTH JITPRASONK,Reporter,Warrant,13/06/2018,21000,0.07,Sell
AIRA,NIPUTH JITPRASONK,Reporter,Warrant 2,13/06/2018,21000,0.07,Sell
AIRA,NOPPORN PICHA,Reporter,Warrant 2,30/05/2018,42000,0.07,Sell
AIRA,NOPPORN PICHA,Reporter,Common share,31/05/2018,975107,2.06,Sell
AIRA,PRINYA WAIWATANA,Reporter,Warrant,28/03/2018,30200,0.11,Sell
AIRA,PRINYA WAIWATANA,Reporter,Warrant,28/03/2018,42,0.10,Sell
AF,Mr. POONSAK THIAPAIRAT,Reporter,Common Share,13/09/2021,4000000,1.29,Sale
AOT,Mr. MONTRI MONGKOLDAO,Spouse / Cohabiting Couple (Mrs Orawan Mongkoldao),Common Share,08/07/2021,10000,50.08,Purchase
AOT,Mr. MONTRI MONGKOLDAO,Reporter,Common Share,20/09/2021,5000,61.00,Purchase
AOT,Mr. MONTRI MONGKOLDAO,Reporter,Common Share,29/11/2021,5000,60.25,Purchase
AOT,Mr. SARAWUT BENJAKUL,Spouse / Cohabiting Couple (Mananya Benjakul ),Common Share,12/09/2018,2000,61.50,Purchase
AOT,SARAWUT BENJAKUL,Spouse,Common share,09/02/2018,1200,68.25,Buy
AOT,SARAWUT BENJAKUL,Spouse,Common share,22/02/2018,2000,67.50,Buy
AOT,SARAWUT BENJAKUL,Spouse,Common share,27/06/2018,1500,63.25,Buy
AOT,SARAWUT BENJAKUL,Spouse,Common share,17/07/2018,1000,61.50,Buy
AOT,SHANALAI CHAYAKUL,Reporter,Common share,08/01/2018,10000,77.00,Sell
AOT,WARA TONGPRASIN,Reporter,Common share,17/01/2018,100000,70.50,Buy
AOT,WARA TONGPRASIN,Reporter,Common share,19/06/2018,100000,65.00,Sell
AJA,NASIKAR MEEMANONUNS,Spouse,Common share,05/07/2018,400000,0.39,Buy
ALL,Miss CHAWANA THANAWARITH,Reporter,Common Share,17/10/2019,15000000,4.46,Sale
ALL,Miss CHAWANA THANAWARITH,Reporter,Common Share,15/11/2019,1000000,4.30,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,09/03/2020,410000,2.69,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,11/03/2020,700000,2.62,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,23/03/2020,80000,2.70,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,31/03/2020,70000,2.78,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,01/04/2020,9500,2.81,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,02/04/2020,200200,2.79,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,14/04/2020,40000,2.77,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,15/04/2020,150000,2.79,Purchase
ALL,Miss CHAWANA THANAWARITH,Reporter,Warrant,28/08/2020,14280000,0.63,Sale
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Warrant,28/08/2020,58189900,0.65,Sale
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),TSR,28/08/2020,15000000,0.76,Sale
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,08/09/2020,1100000,3.14,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,09/09/2020,1550000,3.09,Purchase
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,04/03/2021,4000000,3.20,Sale
ALL,Miss CHAWANA THANAWARITH,Reporter,Common Share,05/03/2021,5500000,3.58,Sale
ALL,Miss CHAWANA THANAWARITH,Spouse / Cohabiting Couple (Mr. THANAKORN THANAWARITH),Common Share,05/03/2021,11000000,3.20,Sale
ALL,Mr. CHATRI SIRIPANICHKORN,Reporter,Warrant,28/08/2020,50000,0.89,Sale
ALL,Mr. SOMCHAI CHARNTANAWET,Reporter,Common Share,06/09/2019,50000,4.13,Purchase
ALL,Mr. SOMCHAI CHARNTANAWET,Reporter,Common Share,09/09/2019,30000,4.15,Purchase
ALL,Mr. THANAKORN THANAWARITH,Spouse / Cohabiting Couple (Miss CHAWANA THANAWARITH),Common Share,15/11/2019,1000000,4.30,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,09/03/2020,410000,2.69,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,11/03/2020,700000,2.62,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,23/03/2020,80000,2.70,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,31/03/2020,70000,2.78,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,01/04/2020,9500,2.81,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,02/04/2020,200200,2.79,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,14/04/2020,40000,2.77,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,15/04/2020,150000,2.79,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Warrant,28/08/2020,58189900,0.65,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Warrant,28/08/2020,15000000,0.76,Sale
ALL,Mr. THANAKORN THANAWARITH,Spouse / Cohabiting Couple (Miss CHAWANA THANAWARITH),Warrant,28/08/2020,14280000,0.63,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,08/09/2020,1100000,3.14,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,09/09/2020,1550000,3.09,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,04/03/2021,4000000,3.20,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,05/03/2021,11000000,3.20,Sale
ALL,Mr. THANAKORN THANAWARITH,Spouse / Cohabiting Couple (Miss CHAWANA THANAWARITH),Common Share,05/03/2021,5500000,3.58,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,17/05/2021,1573900,3.06,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,19/05/2021,397000,3.15,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,20/05/2021,4647800,3.33,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,20/05/2021,1000000,3.27,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,28/05/2021,2780000,3.19,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,11/06/2021,3100000,3.18,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,17/06/2021,500000,3.28,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,28/06/2021,100000,3.10,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,05/07/2021,600000,3.28,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,08/07/2021,100000,2.98,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,13/07/2021,12800000,3.23,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,16/08/2021,3003900,2.88,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,17/08/2021,20800,2.92,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,19/08/2021,4000,2.90,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,19/08/2021,4000,2.90,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,20/08/2021,45000,2.90,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,24/08/2021,10000,2.96,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,26/08/2021,2189300,2.98,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,26/08/2021,2189300,2.94,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,27/08/2021,3000000,2.94,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,02/09/2021,1233000,2.93,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,02/09/2021,11000,2.90,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,06/09/2021,50000,2.92,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,10/09/2021,550000,2.94,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,27/09/2021,1000000,2.89,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,05/10/2021,2015900,2.89,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,08/10/2021,2015900,2.83,Sale
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,15/11/2021,74000,2.78,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,18/11/2021,1750000,2.88,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,22/11/2021,20000,2.84,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,24/11/2021,30000,2.80,Purchase
ALL,Mr. THANAKORN THANAWARITH,Reporter,Common Share,29/11/2021,134000,2.79,Purchase
ALLA,Mr. ONG-ARD PUNTUYAKORN,Reporter,Common Share,14/08/2019,42600,1.12,Purchase
